tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2018-05-04,5,FİAT,500,2003,1391,9272,603
2019-09-21,56,FORD,S350,2013,183417,5300,1901
2019-07-21,45,TESLA,S600,2002,147204,4684,1478
2019-06-10,49,SAAB,S600,2004,104652,2426,1528
2019-10-27,75,BMW,A180,2009,109880,559,917
2019-09-22,13,SAAB,S600,2014,162434,847,1857
2018-10-06,44,FORD,E200,2004,120449,2381,1016
2019-04-25,6,BMW,S350,2006,177607,4592,554
2019-10-02,76,MERCEDES,S600,2016,38981,1823,888
2018-07-21,65,FİAT,EGEA,2011,70596,4236,418
2018-11-15,24,MERCEDES,S600,2015,73105,9682,1530
2018-10-18,5,FİAT,500L,2014,119400,6835,486
2018-06-08,59,MERCEDES,S600,2002,117188,300,1774
2019-02-04,12,SAAB,E200,2013,94503,9837,869
2019-12-05,11,MERCEDES,E200,2015,87316,3561,305
2018-08-28,75,TESLA,S600,2005,179323,7308,614
2018-04-22,50,FORD,E200,2013,143761,400,1488
2019-02-18,21,TOFAS,KARTAL,2014,84454,5288,393
2019-12-25,40,FİAT,DOBLO,2016,165688,779,506
2019-01-14,71,SAAB,S350,2009,99458,6269,949
2018-09-23,20,VOLVO,E200,2013,184246,3682,1771
2019-11-12,35,WOLKSWAGEN,A180,2003,140109,7084,386
2018-10-01,68,FORD,A180,2006,87873,9904,1479
2018-02-14,6,TESLA,E200,2017,135307,8109,1668
2019-05-27,8,WOLKSWAGEN,S350,2004,19106,8457,838
2019-06-15,67,VOLVO,E200,2009,88360,8859,446
2019-01-07,22,BMW,S350,2000,22020,2450,1420
2018-01-13,30,TESLA,E200,2005,94787,7555,583
2019-03-23,67,WOLKSWAGEN,S350,2008,63182,4417,1481
2019-03-13,55,TOFAS,DOGAN,2000,95903,2080,816
2019-12-23,51,MERCEDES,S600,2012,105736,2189,1426
2018-12-26,79,AUDİ,A180,2006,4740,3402,1365
2018-04-13,76,SAAB,E200,2007,68805,2806,981
2018-09-30,34,AUDİ,E200,2009,38691,8853,1052
2018-02-23,37,FORD,E200,2012,180183,5509,1999
2019-03-19,32,TESLA,E200,2012,126373,1994,1324
2019-10-28,45,TOFAS,KARTAL,2005,23886,1609,649
2018-03-03,69,FORD,S350,2000,170629,9919,1813
2018-07-22,20,MERCEDES,S600,2003,57749,4473,467
2019-05-30,73,MERCEDES,A180,2002,47822,5553,1638
2019-05-09,31,BMW,A180,2015,103647,1993,883
2018-09-30,44,TOFAS,SAHIN,2001,171207,9744,1310
2019-07-24,81,SAAB,S600,2006,108259,6475,1625
2019-05-25,6,VOLVO,S350,2015,41690,2962,1812
2018-07-29,69,MERCEDES,A180,2017,67568,2855,1692
2019-09-08,21,VOLVO,S350,2006,110617,6700,1167
2019-11-27,26,FİAT,500,2014,132904,357,1723
2019-10-22,3,FİAT,DOBLO,2010,23077,1134,1367
2019-01-01,2,BMW,E200,2014,51362,7629,428
2018-10-24,18,WOLKSWAGEN,S350,2010,171501,6621,353
2018-06-17,1,VOLVO,E200,2016,115603,3932,1383
2018-09-15,73,MERCEDES,E200,2012,27721,3363,717
2019-05-30,47,WOLKSWAGEN,S600,2009,43046,4225,985
2019-01-14,2,MERCEDES,S350,2009,61061,6688,1062
2018-09-24,46,WOLKSWAGEN,A180,2010,189972,6553,897
2018-04-18,34,WOLKSWAGEN,A180,2004,13896,9309,670
2019-09-28,44,TOFAS,SAHIN,2005,197302,315,1545
2018-12-09,53,FİAT,EGEA,2012,97124,7680,492
2019-03-08,23,AUDİ,E200,2017,63534,4163,1198
2018-03-19,68,TOFAS,SAHIN,2009,8619,9851,494
2019-10-03,16,MERCEDES,A180,2016,153043,4056,1560
2019-05-03,81,VOLVO,A180,2008,168919,7691,1267
2019-08-06,33,VOLVO,A180,2015,97944,3623,1838
2018-11-28,1,MERCEDES,S600,2015,172672,6370,1697
2018-01-21,30,AUDİ,S350,2003,34059,8017,269
2018-12-21,51,WOLKSWAGEN,S600,2006,183777,8302,356
2018-04-27,5,SAAB,S600,2006,130055,9945,1641
2018-03-31,19,WOLKSWAGEN,E200,2005,104418,4368,852
2018-12-15,75,AUDİ,S350,2016,89458,3880,1060
2018-10-19,29,MERCEDES,E200,2003,164246,9044,1366
2019-05-12,65,TESLA,A180,2005,24081,9993,670
2018-10-18,34,TESLA,A180,2002,98586,8897,564
2019-10-29,70,AUDİ,S350,2009,134760,6249,911
2018-02-03,65,TESLA,A180,2016,157001,3478,861
2019-02-11,33,SAAB,E200,2010,126751,828,636
2018-10-19,51,MERCEDES,S600,2004,137447,9820,287
2018-03-03,65,WOLKSWAGEN,S600,2005,21611,8063,1305
2018-11-19,56,VOLVO,S600,2007,170398,6850,636
2019-06-29,54,BMW,S350,2008,38145,2690,487
2019-12-08,81,AUDİ,E200,2007,91205,6919,399
2018-07-04,15,SAAB,S350,2017,64721,3404,1289
2019-05-29,17,FORD,S350,2009,58638,533,680
2018-01-16,72,FORD,A180,2000,175962,6741,1147
2018-09-28,53,TESLA,S350,2015,186038,6176,1571
2019-05-22,34,MERCEDES,E200,2005,3883,5951,1206
2019-11-28,29,BMW,S600,2002,98189,531,1951
2018-04-11,61,TOFAS,DOGAN,2011,86937,2172,1373
2018-03-30,9,TOFAS,DOGAN,2013,161502,5241,953
2018-10-20,24,VOLVO,A180,2012,147380,7910,701
2019-08-26,41,FORD,E200,2012,83922,7534,1543
2019-04-04,53,FİAT,EGEA,2008,137355,4208,1592
2018-03-27,19,FORD,E200,2006,3169,5834,1698
2018-10-30,67,TOFAS,SAHIN,2000,75706,6564,756
2019-02-06,4,FİAT,DOBLO,2002,127614,7279,1425
2018-02-03,81,VOLVO,A180,2010,137161,5873,931
2019-12-05,9,TESLA,S600,2010,131084,2608,1257
2019-08-15,67,TESLA,S600,2017,31777,6212,269
2018-02-11,37,VOLVO,S350,2005,79032,5388,1414
2018-08-23,55,VOLVO,A180,2012,194745,8652,1380
2018-06-04,8,WOLKSWAGEN,A180,2001,14567,7034,1158
2019-09-09,76,TOFAS,KARTAL,2000,149259,7684,1040
2019-01-23,38,AUDİ,E200,2003,112413,8675,1317
2019-10-01,34,VOLVO,A180,2007,98473,7840,1588
2018-07-13,20,BMW,S350,2012,170434,8567,1666
2018-12-31,28,WOLKSWAGEN,S350,2016,15894,4737,1806
2018-05-01,41,TESLA,S350,2017,187872,6680,614
2018-10-06,24,FİAT,500L,2010,139697,8496,1503
2019-12-31,76,AUDİ,E200,2011,162596,648,1174
2018-12-28,51,AUDİ,E200,2011,77589,1710,1007
2018-08-19,71,WOLKSWAGEN,E200,2001,66775,5380,1361
2018-10-09,81,FORD,E200,2003,154817,5160,1193
2019-06-10,48,VOLVO,S350,2009,70764,6011,975
2019-02-11,56,FORD,A180,2003,9319,3716,526
2018-02-22,66,FORD,E200,2012,104241,2865,887
2019-05-10,79,TESLA,E200,2003,163277,4915,1830
2019-08-03,76,VOLVO,A180,2017,160804,1646,1706
2018-07-13,27,SAAB,A180,2009,24467,3960,1547
2019-02-16,74,FORD,E200,2013,174796,8093,1131
2018-01-18,59,WOLKSWAGEN,S350,2013,139256,3223,1244
2018-02-10,41,BMW,S600,2005,189601,4699,798
2019-09-15,76,FORD,E200,2003,151626,7569,426
2019-02-03,73,SAAB,S600,2012,166627,8700,894
2018-05-23,48,MERCEDES,S600,2014,167935,7865,1455
2019-03-12,77,AUDİ,S350,2009,119683,3850,973
2019-08-19,18,AUDİ,E200,2002,62143,1853,1136
2018-12-24,43,FORD,S600,2001,24212,7157,929
2018-04-30,17,FORD,S350,2004,164071,8147,1754
2019-10-05,58,AUDİ,E200,2001,135031,3764,1403
2019-07-26,41,SAAB,S600,2005,109983,7867,1258
2019-11-19,51,AUDİ,A180,2004,182827,2998,707
2018-11-29,80,BMW,E200,2005,76521,4303,375
2019-07-21,64,VOLVO,S350,2009,46254,9249,260
2019-10-26,3,WOLKSWAGEN,E200,2013,56486,9635,364
2018-05-14,78,FORD,S600,2009,166314,605,1332
2018-06-25,1,WOLKSWAGEN,A180,2011,27747,8371,1184
2019-05-05,52,FİAT,DOBLO,2002,95879,3660,1372
2018-10-08,55,VOLVO,E200,2015,198066,2011,1434
2018-09-13,34,TOFAS,DOGAN,2009,68143,3491,1885
2018-09-16,12,TOFAS,DOGAN,2010,121182,9676,974
2018-09-09,49,SAAB,E200,2004,171017,6909,1858
2018-11-19,58,AUDİ,E200,2014,26114,4430,658
2018-03-01,56,TOFAS,DOGAN,2011,93165,9802,837
2018-06-25,5,TESLA,S350,2013,121554,8291,1998
2019-11-04,31,TOFAS,SAHIN,2005,86352,9889,388
2019-04-28,51,BMW,S350,2017,132380,7928,630
2019-10-29,36,FİAT,500,2016,184711,1593,1601
2018-08-23,51,SAAB,A180,2013,14314,4366,373
2018-12-31,72,FİAT,DOBLO,2003,122109,2524,352
2018-07-13,20,TESLA,S350,2000,59051,9778,1978
2019-07-12,8,FORD,S600,2006,58429,3862,725
2019-01-30,2,VOLVO,S350,2003,198738,8262,723
2018-09-03,15,BMW,E200,2015,86723,2442,1432
2018-07-07,43,VOLVO,A180,2011,196276,1299,870
2018-11-17,64,TESLA,E200,2013,59032,9077,1765
2019-06-16,80,MERCEDES,E200,2011,83708,931,741
2019-01-18,14,VOLVO,S600,2005,20149,3883,1224
2018-04-08,11,AUDİ,A180,2006,199089,5904,1615
2018-01-04,48,TESLA,A180,2009,6423,5063,500
2019-06-14,78,MERCEDES,E200,2009,35320,8690,1508
2018-04-29,26,BMW,A180,2011,156161,727,1614
2018-02-22,11,BMW,S600,2003,41308,6142,1779
2018-10-08,28,AUDİ,A180,2013,93234,2678,536
2019-08-18,3,TESLA,S350,2012,154592,7719,1715
2018-12-12,51,BMW,S350,2003,70407,6313,745
2018-03-26,28,SAAB,A180,2012,35895,6333,1389
2019-04-25,44,AUDİ,E200,2015,175772,5405,1301
2019-05-19,76,AUDİ,S600,2007,12029,5284,1986
2018-01-24,19,BMW,S600,2013,104720,6313,1984
2019-11-09,42,MERCEDES,E200,2007,49036,3121,1212
2019-03-21,7,TESLA,A180,2005,18516,5352,1031
2018-08-04,12,BMW,S350,2014,26233,5970,1954
2018-11-29,59,MERCEDES,E200,2002,117502,8093,841
2018-07-10,60,WOLKSWAGEN,A180,2007,68190,4971,1609
2018-06-28,26,MERCEDES,A180,2011,137164,3776,1243
2019-07-01,50,TOFAS,KARTAL,2016,162696,3004,1723
2019-11-15,31,AUDİ,E200,2002,136699,6727,1394
2019-11-28,66,SAAB,A180,2007,138083,2014,1541
2018-06-05,77,TESLA,S600,2003,35243,2531,936
2019-07-31,58,VOLVO,S600,2000,90604,4078,310
2019-10-13,52,BMW,E200,2005,80073,4791,1327
2019-04-05,14,MERCEDES,S350,2007,35093,4495,794
2019-01-20,48,TESLA,A180,2008,167665,1469,638
2018-05-06,55,BMW,S600,2007,6123,2398,1216
2019-12-18,2,TESLA,E200,2003,106190,5865,488
2019-09-20,2,VOLVO,E200,2000,85490,7662,1222
2019-06-08,59,TESLA,A180,2012,133154,7957,1717
2018-04-25,51,TESLA,S350,2012,163619,7363,267
2018-07-17,22,TESLA,A180,2003,106078,6204,1643
2019-05-22,29,FORD,S350,2016,111904,8785,997
2019-01-12,27,VOLVO,S350,2017,104003,584,1650
2019-01-27,13,BMW,S600,2006,167275,8069,1395
2019-01-17,38,VOLVO,A180,2015,195857,5610,630
2018-09-06,44,AUDİ,S600,2014,178914,2517,856
2018-11-01,39,BMW,A180,2016,118299,7937,687
2019-03-09,6,TOFAS,KARTAL,2003,102140,3356,1542
2019-04-07,1,BMW,S600,2001,1194,2728,1099
2019-02-21,50,WOLKSWAGEN,S600,2003,192891,6304,629
2019-02-22,30,FORD,S350,2008,29251,6039,1793
2019-01-14,60,WOLKSWAGEN,S600,2011,140913,1146,1496
2019-04-03,9,AUDİ,E200,2015,67603,7958,439
2019-11-06,34,BMW,E200,2005,125064,8179,1986
2019-09-28,60,VOLVO,S350,2017,145662,2963,964
2018-04-04,40,BMW,S350,2015,109342,3944,1101
2018-06-06,61,SAAB,S600,2003,181145,1877,1798
2019-04-14,63,TESLA,S350,2002,151744,3324,1993
2019-05-11,69,TOFAS,KARTAL,2000,102166,8665,1178
2019-04-23,68,TOFAS,DOGAN,2013,136515,2448,1148
2019-09-19,3,FİAT,500,2009,197849,1671,388
2019-12-30,24,WOLKSWAGEN,E200,2016,40241,3121,1833
2019-03-24,18,TESLA,A180,2005,112267,289,556
2019-05-30,63,BMW,S600,2014,197980,1036,598
2019-07-26,40,VOLVO,S600,2007,188071,8393,635
2019-02-04,62,FİAT,500L,2002,110374,7262,490
2018-08-20,59,TESLA,S350,2002,90118,5277,581
2019-02-10,52,SAAB,S350,2016,176714,1796,1171
2018-10-14,75,BMW,S350,2017,110278,4635,1829
2019-08-04,5,TOFAS,SAHIN,2004,183633,5281,555
2019-09-24,55,TOFAS,SAHIN,2011,93189,853,1257
2019-04-15,50,BMW,S350,2015,37691,1068,283
2019-09-27,45,SAAB,E200,2001,82296,2697,823
2018-10-12,26,SAAB,E200,2004,67152,7987,900
2018-09-22,27,BMW,A180,2008,36668,3858,848
2019-12-14,45,AUDİ,A180,2007,48808,1047,966
2018-05-04,45,TESLA,S600,2014,150277,2188,364
2018-08-22,70,WOLKSWAGEN,E200,2017,57856,4142,594
2019-06-05,5,VOLVO,A180,2001,186148,762,1829
2019-03-15,71,TOFAS,DOGAN,2008,74369,3797,733
2018-02-04,23,MERCEDES,S600,2017,158804,5360,563
2018-03-18,46,SAAB,S350,2016,13733,6744,589
2018-02-18,49,TOFAS,SAHIN,2010,95410,2882,1033
2018-06-03,27,FİAT,500,2010,64737,737,719
2019-06-07,50,FORD,E200,2004,179457,5922,1938
2019-05-21,48,BMW,S350,2006,57204,2027,1975
2019-03-23,13,VOLVO,S350,2011,180753,601,1825
2019-06-26,21,AUDİ,S600,2009,30055,7004,1626
2018-11-18,29,TOFAS,SAHIN,2017,54804,4231,1373
2018-01-24,34,AUDİ,S600,2017,170163,9317,265
2019-04-15,21,VOLVO,S350,2005,185866,766,1441
2018-12-18,29,TOFAS,KARTAL,2001,176049,1426,1504
2018-10-22,14,WOLKSWAGEN,E200,2008,194175,2943,517
2019-05-07,9,MERCEDES,E200,2005,178204,7662,678
2019-02-12,7,WOLKSWAGEN,E200,2005,142756,3930,1995
2018-04-11,65,FİAT,500L,2015,140475,3467,993
2019-02-20,27,FORD,A180,2017,20918,7891,1222
2018-06-08,23,BMW,S350,2010,47802,8705,519
2018-06-24,79,FİAT,500L,2001,21500,8760,1301
2019-03-23,27,VOLVO,A180,2010,178908,6115,930
2019-07-07,63,WOLKSWAGEN,S600,2007,29371,181,1162
2019-01-15,58,MERCEDES,S600,2006,101533,1419,1566
2019-03-18,25,AUDİ,A180,2011,181748,3018,1897
2018-09-25,35,TESLA,S600,2017,114208,1152,635
2019-05-03,32,AUDİ,S600,2007,132961,5560,261
2019-03-09,46,VOLVO,S350,2015,167801,334,1365
2018-03-26,81,TOFAS,SAHIN,2006,62840,2206,1444
2018-05-08,55,TESLA,S600,2009,199299,2511,396
2019-03-29,58,FORD,E200,2016,61179,979,1746
2018-02-14,19,MERCEDES,S600,2000,57656,7614,1450
2018-05-18,50,BMW,A180,2014,23021,7831,1609
2018-10-31,65,AUDİ,E200,2006,27178,8821,515
2018-03-15,80,SAAB,S600,2014,168227,9495,1526
2019-11-03,60,TESLA,A180,2003,31158,6162,662
2019-09-21,15,AUDİ,S600,2012,147736,3150,574
2018-04-25,20,VOLVO,S350,2002,154047,6365,1729
2018-06-04,6,TESLA,E200,2012,178091,4904,1899
2019-05-06,25,BMW,A180,2008,65956,5082,487
2019-12-15,74,FORD,S350,2007,185299,4818,1985
2018-02-19,38,TESLA,E200,2005,39609,3844,1981
2018-01-05,79,SAAB,S600,2013,144036,1142,1220
2019-08-13,65,SAAB,S350,2014,25770,9715,1541
2019-05-24,52,TOFAS,KARTAL,2007,23980,835,888
2018-02-08,51,VOLVO,S350,2010,142087,4801,1619
2018-10-25,41,AUDİ,E200,2003,177911,7533,369
2019-07-20,9,TOFAS,SAHIN,2003,71045,8262,1020
2019-03-10,35,TOFAS,KARTAL,2007,1871,8519,630
2019-01-16,33,TOFAS,SAHIN,2013,153577,7509,1162
2018-04-16,15,FİAT,DOBLO,2006,121046,3319,1698
2019-08-11,30,SAAB,S350,2007,188409,7133,1261
2018-10-05,72,TESLA,A180,2001,17004,3414,1939
2019-09-26,71,BMW,A180,2006,62578,1198,1979
2018-01-24,47,MERCEDES,S350,2011,4598,2067,1522
2019-06-26,68,MERCEDES,A180,2006,97403,1023,703
2019-07-08,62,WOLKSWAGEN,S350,2003,56669,7156,1852
2018-02-25,36,FORD,S600,2011,69842,698,1068
2019-02-04,21,MERCEDES,S600,2015,100646,1904,1663
2018-10-17,76,WOLKSWAGEN,S350,2009,128673,1805,1073
2018-12-10,69,MERCEDES,A180,2013,77036,2155,1418
2018-01-25,38,SAAB,E200,2006,168979,5871,846
2019-09-26,42,SAAB,S600,2009,124829,3445,1668
2019-01-26,72,MERCEDES,S350,2002,170722,1609,365
2019-03-26,4,BMW,S600,2006,136936,8004,1071
2019-04-26,1,TESLA,S600,2001,182372,8076,1371
2018-10-19,46,FİAT,500,2017,28350,7780,443
2019-12-18,72,AUDİ,A180,2004,69498,5630,699
2019-11-26,37,SAAB,E200,2006,80155,9438,346
2019-08-02,56,FORD,S600,2004,197482,5529,1267
2018-10-22,51,WOLKSWAGEN,S350,2017,139637,7746,1059
2019-10-14,79,FİAT,EGEA,2017,12379,7847,1599
2019-01-20,69,BMW,S600,2008,193798,394,792
2018-01-29,59,MERCEDES,S600,2007,137813,9068,1382
2019-05-23,78,FİAT,EGEA,2004,24118,6532,441
2019-03-20,7,SAAB,S600,2009,86499,1684,924
2018-01-29,67,TESLA,E200,2009,186248,2160,1078
2018-05-19,81,TOFAS,DOGAN,2001,72868,2800,1971
2018-07-30,49,VOLVO,S350,2008,112444,9889,1021
2019-04-23,26,TOFAS,KARTAL,2012,8777,7598,1031
2019-03-24,59,VOLVO,E200,2004,146586,5293,926
2018-04-10,3,AUDİ,S600,2011,44115,9763,1840
2018-07-25,50,TOFAS,SAHIN,2006,65825,6098,570
2018-02-23,24,TESLA,E200,2004,35258,5199,354
2018-06-27,45,AUDİ,E200,2010,177729,2595,445
2018-06-30,1,TOFAS,KARTAL,2017,72948,8524,997
2018-03-20,49,FORD,S350,2008,29683,2579,272
2018-09-26,56,BMW,S350,2016,140793,6662,600
2019-09-25,48,VOLVO,S350,2006,162911,6317,1648
2018-07-27,62,AUDİ,S600,2005,104318,8395,1642
2019-11-01,69,AUDİ,E200,2001,131741,4951,1526
2018-12-03,33,AUDİ,A180,2015,65017,4891,1072
2019-04-06,54,TOFAS,DOGAN,2005,30927,6281,361
2019-07-11,38,FORD,S600,2004,61710,3303,1297
2019-03-11,10,BMW,S600,2009,107464,2588,1361
2019-09-23,18,AUDİ,S600,2007,67386,5469,820
2019-12-09,7,FORD,S350,2015,36970,8823,1793
2018-09-20,21,AUDİ,S350,2007,92785,9675,726
2018-10-17,13,FORD,S350,2008,31481,8674,269
2018-02-14,48,SAAB,S350,2013,127341,6005,391
2019-04-02,4,SAAB,E200,2004,30040,8095,1882
2018-01-08,51,AUDİ,S600,2002,80097,9328,1006
2019-12-30,43,BMW,A180,2001,110914,388,1449
2019-09-05,64,MERCEDES,S350,2013,118853,4827,262
2018-09-10,69,BMW,S600,2009,94537,6998,452
2018-05-17,55,TESLA,S350,2014,51989,8762,1322
2019-04-06,68,MERCEDES,E200,2015,17221,3108,1608
2018-03-17,25,SAAB,A180,2009,78258,119,573
2019-01-29,7,TOFAS,DOGAN,2004,92573,689,1868
2018-04-26,49,TOFAS,SAHIN,2006,21958,8297,1411
2018-12-14,25,SAAB,E200,2000,151998,8394,1391
2019-09-03,23,BMW,S350,2004,182939,6387,733
2019-01-28,26,BMW,S350,2011,164257,1119,1312
2019-04-27,69,SAAB,S600,2002,45208,774,669
2019-05-13,18,FİAT,DOBLO,2009,10417,1994,1278
2018-08-12,35,SAAB,A180,2004,36486,1349,1217
2019-09-04,68,FİAT,EGEA,2011,173953,3069,1531
2018-05-25,61,TOFAS,SAHIN,2012,114138,785,1011
2019-05-20,49,TOFAS,DOGAN,2009,165004,9402,1847
2019-04-24,53,BMW,E200,2010,191888,9376,870
2019-10-17,74,SAAB,S350,2015,55866,6454,520
2019-03-27,70,FORD,E200,2012,157226,2448,1871
2019-05-08,11,WOLKSWAGEN,S600,2013,90351,5770,1130
2019-05-13,53,FİAT,500L,2003,164190,7100,1979
2018-04-09,68,FİAT,500L,2013,142628,7397,661
2019-04-16,21,MERCEDES,A180,2004,64226,5344,342
2018-07-10,23,FORD,E200,2007,153180,9949,1186
2018-09-10,29,TOFAS,SAHIN,2016,103924,1630,301
2019-02-02,81,TESLA,E200,2004,165830,3077,310
2019-09-04,11,FİAT,DOBLO,2015,15409,6621,1837
2018-08-18,29,FORD,E200,2011,55056,7584,1606
2019-07-03,72,FİAT,EGEA,2016,145224,8271,684
2018-06-05,19,VOLVO,A180,2001,10693,2666,1575
2018-03-15,65,SAAB,E200,2015,143559,9328,1126
2019-09-12,73,TESLA,A180,2005,106042,2522,920
2019-11-26,10,VOLVO,S600,2017,174636,7348,982
2019-05-04,39,TOFAS,KARTAL,2010,177392,6472,451
2018-07-11,27,BMW,E200,2011,33535,7584,568
2019-07-31,48,AUDİ,E200,2005,131563,7390,987
2018-12-08,39,SAAB,A180,2007,165281,8968,1401
2019-10-15,59,VOLVO,A180,2008,52612,329,1947
2018-04-01,42,MERCEDES,E200,2012,63044,9890,1726
2019-11-12,41,MERCEDES,S600,2014,38972,6566,1662
2018-03-19,64,SAAB,S600,2009,159943,7465,798
2018-07-03,69,MERCEDES,A180,2012,143429,163,1677
2018-09-14,11,TESLA,A180,2004,112330,1411,597
2019-11-06,59,MERCEDES,E200,2002,166412,2462,1547
2018-12-14,4,FİAT,500L,2014,36252,6844,376
2018-04-07,76,FİAT,500,2012,26278,1021,385
2019-09-15,2,MERCEDES,A180,2017,73982,9159,1391
2019-12-12,12,TESLA,S600,2002,180287,409,915
2019-03-13,16,WOLKSWAGEN,S350,2009,52750,8303,1703
2019-01-02,22,FİAT,500,2012,7922,446,1255
2018-08-08,80,BMW,E200,2010,96108,7657,519
2018-11-30,51,SAAB,A180,2010,136194,9493,1258
2018-11-20,54,FORD,S600,2007,82982,8617,738
2019-03-01,16,FİAT,500,2003,18213,1806,664
2018-12-09,32,VOLVO,S350,2001,167448,5022,727
2019-01-01,81,SAAB,E200,2015,111295,3527,1578
2019-09-22,20,MERCEDES,S350,2004,34792,6245,537
2019-12-10,33,FORD,S600,2005,196536,208,1662
2019-10-18,33,FORD,A180,2016,155634,2532,606
2018-06-05,76,WOLKSWAGEN,S350,2012,198102,361,1687
2018-06-02,72,SAAB,S350,2012,36184,2465,736
2019-03-21,66,TOFAS,SAHIN,2010,96515,7167,1442
2018-09-23,61,AUDİ,A180,2004,12995,4613,806
2019-03-09,61,FORD,E200,2012,196826,7828,413
2019-06-18,11,VOLVO,E200,2005,90616,6123,263
2019-05-01,39,TOFAS,KARTAL,2001,152982,743,387
2019-08-04,49,AUDİ,A180,2000,42518,9550,1307
2018-07-11,22,VOLVO,S350,2014,177259,5236,1609
2019-01-11,47,BMW,S350,2010,139293,714,492
2018-04-04,13,MERCEDES,A180,2016,112472,816,1315
2019-12-05,52,TOFAS,SAHIN,2007,121800,6872,406
2019-06-14,47,AUDİ,S600,2004,20029,500,354
2018-01-31,28,VOLVO,S350,2017,136119,5372,1614
2019-03-01,25,VOLVO,S350,2006,61067,8285,919
2019-08-11,25,SAAB,S600,2003,180904,3848,329
2018-11-11,77,FİAT,500,2011,185056,7587,532
2018-11-18,55,SAAB,S600,2006,149532,794,1143
2019-02-25,33,VOLVO,S350,2003,119795,8042,766
2018-10-11,38,WOLKSWAGEN,E200,2003,131230,6851,1766
2018-07-10,56,BMW,E200,2015,171969,133,1988
2018-03-08,40,VOLVO,E200,2010,84599,5854,1371
2019-04-18,14,AUDİ,S600,2007,3412,3368,1234
2018-01-01,36,AUDİ,E200,2012,124651,8046,1479
2018-01-14,7,AUDİ,S600,2012,10124,441,1399
2019-02-09,68,BMW,E200,2003,23759,1163,1014
2018-03-20,28,SAAB,S350,2002,122389,1259,1377
2018-10-24,31,AUDİ,S350,2009,1194,2327,1030
2019-02-12,33,BMW,S350,2016,198025,8095,420
2019-04-02,76,SAAB,S350,2007,63949,7610,1677
2019-07-24,75,TOFAS,KARTAL,2007,197861,7131,950
2019-08-19,81,FORD,S600,2012,80011,3327,1324
2018-11-21,53,TESLA,E200,2010,91635,371,1538
2018-01-13,27,TESLA,A180,2011,107461,6060,663
2018-10-16,43,MERCEDES,S350,2014,180404,9063,1663
2018-12-11,1,MERCEDES,E200,2000,186740,4702,1324
2018-12-27,64,WOLKSWAGEN,A180,2002,30164,5666,1279
2019-12-30,15,WOLKSWAGEN,S350,2009,189794,8377,1273
2019-12-07,23,TESLA,E200,2003,8045,1858,1702
2018-03-24,44,FİAT,500,2000,198723,3149,864
2018-03-20,61,FİAT,500L,2006,101983,7286,1955
2018-02-10,59,FORD,S350,2015,93174,2219,772
2018-11-09,34,SAAB,E200,2004,163759,4907,1958
2019-06-18,18,SAAB,E200,2005,185988,8611,938
2019-12-08,13,SAAB,E200,2012,190678,7531,1918
2018-07-27,39,FİAT,500,2005,102327,5756,716
2018-09-21,34,MERCEDES,E200,2009,189150,7483,1107
2018-06-12,74,VOLVO,A180,2004,131319,5752,1689
2019-10-04,11,VOLVO,S600,2004,88508,8724,500
2018-07-12,30,TOFAS,SAHIN,2008,102065,9453,1644
2019-12-11,32,BMW,S600,2015,105793,7079,1347
2018-11-05,52,BMW,S600,2011,21352,874,1596
2019-04-15,58,FİAT,500,2003,106796,6432,1351
2019-03-10,48,SAAB,E200,2005,148098,7167,1675
2019-09-29,65,AUDİ,E200,2001,92802,4892,815
2019-04-30,64,VOLVO,E200,2002,32292,6501,1599
2019-03-26,23,TESLA,S600,2013,91486,3026,676
2019-03-10,46,WOLKSWAGEN,S350,2001,114747,3603,1266
2018-10-09,29,AUDİ,S350,2000,75317,5571,1522
2018-08-19,58,TESLA,A180,2012,82494,99,865
2018-12-19,15,FİAT,500L,2003,124137,5091,1607
2019-12-17,38,MERCEDES,A180,2001,17686,603,342
2018-06-16,4,WOLKSWAGEN,A180,2002,41033,8609,1561
2018-01-13,46,BMW,S600,2015,19005,8941,1004
2018-09-03,61,TOFAS,DOGAN,2017,107852,6878,1331
2018-09-22,18,FİAT,500L,2004,105564,559,378
2019-03-05,31,AUDİ,A180,2015,85432,5198,651
2019-12-31,51,FİAT,DOBLO,2013,66228,2110,760
2019-11-19,71,SAAB,S600,2006,111300,2984,266
2018-10-07,28,TOFAS,KARTAL,2016,194248,8562,808
2019-03-21,45,WOLKSWAGEN,A180,2016,87606,9462,1780
2018-08-13,5,MERCEDES,S600,2004,22496,3887,1885
2018-08-30,77,SAAB,A180,2009,82935,356,608
2019-11-20,37,VOLVO,A180,2006,143346,1077,898
2018-07-27,13,AUDİ,S350,2004,42389,4751,1702
2019-08-14,58,FORD,A180,2013,18961,7002,1271
2018-09-29,10,SAAB,E200,2000,80596,6120,1688
2018-10-09,50,BMW,E200,2009,76701,7924,990
2018-01-30,62,AUDİ,A180,2003,188965,5911,380
2018-09-17,11,BMW,S350,2003,27814,2402,911
2019-03-30,29,BMW,S600,2013,165697,8952,1323
2018-04-20,22,AUDİ,S350,2011,170212,7985,1587
2019-06-10,3,AUDİ,E200,2003,76999,682,1001
2018-01-04,77,AUDİ,A180,2008,134357,9698,400
